key	value
unigram.entropy_bits_per_token	10.649483093472629
unigram.avg_token_len_bytes	4.296168935284686
unigram.entropy_bits_per_byte	2.4788324793300847
ngram.order_6.bpc	1.7923548195916956
mi.adjacent_token_bits	4.984976488531861
