key	value
unigram.entropy_bits_per_token	10.217742646972662
unigram.avg_token_len_bytes	4.211866091751069
unigram.entropy_bits_per_byte	2.425941951712114
ngram.order_6.bpc	1.6399825244563588
mi.adjacent_token_bits	5.6297951263884105
